ImgFileName,FileSize(KB),OriginalType_Cols,80Cols_Type(Secs),150Cols_Type(Secs),250Cols_Type(Secs),Original_Type(Secs),Writing_Doc(Secs),Writing_WebPage(Secs)
ArG.jpeg,8.05,230,0.06206035614013672,0.21106362342834473,,0.4910013675689697,0.007070302963256836,0.0009336471557617188
AwA.jpg,80.13,649,0.06207871437072754,0.20618247985839844,0.5720741748809814,3.851921558380127,0.02900242805480957,0.0009999275207519531
ChaD.jpeg,9.06,378,0.041998863220214844,0.15191960334777832,0.416048526763916,0.9422311782836914,0.010076761245727539,0.0010607242584228516
DoGe.jpeg,4.83,242,0.051009178161621094,0.18193292617797852,,0.4613010883331299,0.005063533782958984,0.0
GuN.jpeg,8.06,245,0.05101156234741211,0.18106508255004883,,0.4919869899749756,0.00600123405456543,0.0
hAhA.jpeg,17.84,399,0.053069353103637695,0.17599916458129883,0.5030438899993896,1.2567758560180664,0.013066291809082031,0.0010650157928466797
Hmm.jpeg,8.69,321,0.05399966239929199,0.18340301513671875,0.5080108642578125,0.8304214477539062,0.008002281188964844,0.0010013580322265625
RiSe.jpeg,53.46,509,0.07299923896789551,0.236069917678833,0.6600661277770996,2.7291181087493896,0.019001245498657227,0.002000093460083008
Uh.jpeg,15.73,357,0.05400395393371582,0.18799948692321777,0.5190012454986572,1.0480024814605713,0.010001182556152344,0.0
UhHuH.jpeg,21.92,399,0.06706809997558594,0.22707843780517578,0.6460661888122559,1.5992419719696045,0.013002872467041016,0.0010006427764892578
Uuuh.jpeg,11.7,319,0.0681760311126709,0.24106502532958984,0.6480002403259277,1.058067798614502,0.009001016616821289,0.0
wHaT.jpeg,9.57,280,0.05608534812927246,0.19707155227661133,0.5320644378662109,0.6830077171325684,0.007001161575317383,0.0
WiN.jpeg,5.57,219,0.04801177978515625,0.16901111602783203,,0.36104464530944824,0.005013465881347656,0.0
WoAh.jpg,115.77,569,0.06599187850952148,0.22500157356262207,0.6172404289245605,3.2289998531341553,0.023001670837402344,0.0019998550415039062
WooH.jpeg,15.08,286,0.09706640243530273,0.32500123977661133,0.902275800704956,1.1756339073181152,0.007001161575317383,0.0009999275207519531
WoW.jpeg,9.75,293,0.053064823150634766,0.18400001525878906,0.5112049579620361,0.6879222393035889,0.007999658584594727,0.0010657310485839844
YeAh.jpeg,14.31,330,0.0550539493560791,0.18706774711608887,0.5700650215148926,0.9140636920928955,0.010000944137573242,0.0010061264038085938
YeeAAs.jpeg,5.03,202,0.058064937591552734,0.20662808418273926,,0.37800025939941406,0.005063533782958984,0.0
