ImgFileName,FileSize(KB),OriginalType_Cols,80Cols_Type(Secs),150Cols_Type(Secs),250Cols_Type(Secs),Original_Type(Secs),Writing_Doc(Secs),Writing_WebPage(Secs)
ArG.jpeg,8.05,230,0.0570063591003418,0.20502614974975586,,0.49103593826293945,0.008121728897094727,0.0
AwA.jpg,80.13,649,0.0653390884399414,0.1986534595489502,0.5517194271087646,3.784856081008911,0.024349451065063477,0.008177995681762695
ChaD.jpeg,9.06,378,0.04223346710205078,0.1477048397064209,0.4042344093322754,0.9081254005432129,0.016109704971313477,0.0
DoGe.jpeg,4.83,242,0.049346923828125,0.18073558807373047,,0.4668717384338379,0.0081939697265625,0.0
GuN.jpeg,8.06,245,0.049138545989990234,0.18125343322753906,,0.469468355178833,0.008079051971435547,0.0
hAhA.jpeg,17.84,399,0.05767107009887695,0.1719951629638672,0.49539637565612793,1.2354974746704102,0.016330480575561523,0.0
Hmm.jpeg,8.69,321,0.04938006401062012,0.18080711364746094,0.4894881248474121,0.8162908554077148,0.00819253921508789,0.0
RiSe.jpeg,53.46,509,0.06571626663208008,0.23042654991149902,0.6503722667694092,2.6879701614379883,0.031249284744262695,0.0
Uh.jpeg,15.73,357,0.04686141014099121,0.18747854232788086,0.5155706405639648,1.0467641353607178,0.015633821487426758,0.0
UhHuH.jpeg,21.92,399,0.062490224838256836,0.23434090614318848,0.624936580657959,1.5935790538787842,0.015624523162841797,0.0
Uuuh.jpeg,11.7,319,0.062425851821899414,0.23434853553771973,0.6249303817749023,1.0311381816864014,0.015621185302734375,0.0
wHaT.jpeg,9.57,280,0.06249427795410156,0.1874828338623047,0.5155673027038574,0.6561868190765381,0.015614986419677734,0.0
WiN.jpeg,5.57,219,0.0468754768371582,0.17185354232788086,,0.34371519088745117,0.0,0.0
WoAh.jpg,115.77,569,0.06255793571472168,0.21872901916503906,0.5936839580535889,3.09342098236084,0.015624523162841797,0.0
WooH.jpeg,15.08,286,0.09375119209289551,0.3280813694000244,0.8749175071716309,1.140491247177124,0.015627384185791016,0.0
WoW.jpeg,9.75,293,0.04687309265136719,0.17192339897155762,0.49994707107543945,0.6718053817749023,0.015617609024047852,0.0
YeAh.jpeg,14.31,330,0.04687905311584473,0.18747234344482422,0.49994564056396484,0.8592846393585205,0.0,0.0
YeeAAs.jpeg,5.03,202,0.06256294250488281,0.20309805870056152,,0.35933971405029297,0.0,0.0
